# Radius 	finiterdf__met_met	rdf__met_met	finiterdf__met_wat	rdf__met_wat	finiterdf__wat_wat	rdf__wat_wat	
16.7731 0.999994	1.00063	1.00036	0.999118	0.994807	0.997837	
16.7833 1.0009	1.00153	1.00157	1.00033	0.994636	0.997656	
16.7934 1.00062	1.00126	1.00377	1.00254	0.990967	0.993954	
16.8036 0.997646	0.998281	0.999184	0.997951	0.996026	0.999025	
16.8138 0.997284	0.997911	1.00224	1.00101	0.99571	0.998704	
16.8239 0.998239	0.998862	0.999625	0.998389	0.992135	0.9951	
16.8341 0.997268	0.997883	0.999681	0.99844	0.995888	0.99886	
16.8442 0.998426	0.999038	1.00342	1.00219	0.993895	0.99685	
16.8544 0.997326	0.99793	1.00108	0.999844	0.994035	0.996979	
16.8646 1.00063	1.00124	1.00439	1.00316	0.994625	0.997562	
16.8747 0.997034	0.997633	1.002	1.00078	0.99604	0.998978	
16.8849 0.998589	0.999187	1.00193	1.00071	0.990999	0.9939	
16.895 1.00137	1.00198	1.00092	0.999696	0.992101	0.994986	
16.9052 0.996636	0.997229	1.00095	0.999733	0.994756	0.99764	
16.9154 0.996501	0.997084	1.00325	1.00204	0.996304	0.99919	
16.9255 1.00143	1.00202	1.00009	0.998879	0.994828	0.997701	
16.9357 0.998192	0.998779	1.00284	1.00163	0.99102	0.99386	
16.9459 1.00091	1.00151	1.00155	1.00034	0.993891	0.996727	
16.956 1.00048	1.00108	0.999411	0.998196	0.992725	0.995541	
16.9662 0.996625	0.99721	1.00181	1.00059	0.990847	0.993634	
16.9763 0.997936	0.998516	1.00245	1.00124	0.992905	0.995682	
16.9865 0.997728	0.998302	0.999439	0.998224	0.993031	0.995793	
16.9967 0.998897	0.999469	1.00273	1.00152	0.991502	0.994237	
17.0068 0.998246	0.998813	0.999201	0.997985	0.993844	0.996574	
17.017 1.00185	1.00243	1.00187	1.00065	0.991104	0.993803	
17.0272 0.997404	0.997973	0.999109	0.997887	0.991373	0.99405	
17.0373 1.0014	1.00198	1.00252	1.00129	0.991958	0.994617	
17.0475 0.999737	1.00032	1.00033	0.999111	0.995891	0.998555	
17.0576 0.997507	0.998077	1.00073	0.999507	0.994309	0.996957	
17.0678 1.00026	1.00084	1.00244	1.00122	0.995551	0.998195	
17.078 0.99804	0.998608	1.0017	1.00048	0.992833	0.995453	
17.0881 0.996692	0.997249	1.0012	0.999978	0.994767	0.997382	
17.0983 1.001	1.00156	0.999782	0.99856	0.996504	0.99912	
17.1085 0.995959	0.996508	0.998961	0.997731	0.997722	1.00034	
17.1186 1.00198	1.00255	1.00105	0.99982	0.995368	0.997975	
17.1288 0.999613	1.00017	1.00144	1.00021	0.992542	0.995123	
17.1389 0.998431	0.998988	1.00039	0.99916	0.997747	1.00034	
17.1491 0.994957	0.995494	1.00139	1.00016	0.992312	0.994874	
17.1593 1.00028	1.00082	1.00179	1.00056	0.994181	0.996735	
17.1694 0.999925	1.00047	1.00206	1.00083	0.99561	0.99816	
17.1796 0.999217	0.999761	0.999717	0.998484	0.992291	0.994813	
17.1898 0.998105	0.998643	1.00063	0.999392	0.996801	0.999332	
17.1999 0.999309	0.999848	1.00307	1.00184	0.995169	0.997687	
17.2101 0.999054	0.99959	1.00097	0.999737	0.995439	0.99795	
17.2202 1.00378	1.00434	0.999192	0.997955	0.993933	0.996425	
17.2304 0.998117	0.998665	1.0009	0.999664	0.993457	0.995932	
17.2406 1.00026	1.00081	1.00007	0.998823	0.995136	0.997606	
17.2507 1.00083	1.00139	1.00007	0.998823	0.995916	0.998381	
17.2609 0.998939	0.999494	1.00113	0.99988	0.997014	0.99948	
17.2711 1.00007	1.00063	1.00209	1.00084	0.993441	0.995882	
17.2812 1.00064	1.0012	1.0033	1.00206	0.994954	0.997389	
17.2914 0.998859	0.999419	1.0015	1.00026	0.992802	0.995212	
17.3015 0.997222	0.997772	1.0004	0.999157	0.995182	0.997588	
17.3117 0.99952	1.00007	1.00117	0.999925	0.997929	1.00034	
17.3219 0.999513	1.00007	1.00297	1.00173	0.994254	0.996647	
17.332 1.00048	1.00104	1.001	0.999769	0.993778	0.996154	
17.3422 0.997495	0.998042	1.00207	1.00084	0.991952	0.9943	
17.3524 0.99735	0.997889	1.00076	0.999531	0.997057	0.999415	
17.3625 0.997935	0.998468	1.00069	0.99945	0.993083	0.995413	
17.3727 1.00128	1.00182	1.00071	0.999477	0.992146	0.994452	
17.3828 1.0003	1.00085	1.00124	1	0.994209	0.996506	
17.393 1.00084	1.00139	1.002	1.00077	0.994036	0.996317	
17.4032 0.998873	0.999421	1.00314	1.00191	0.995174	0.997447	
17.4133 1.00238	1.00294	1.00232	1.00109	0.9958	0.998066	
17.4235 1.00264	1.00321	1.00411	1.0029	0.998425	1.0007	
17.4337 1.00052	1.0011	1.00081	0.999603	0.996433	0.998699	
17.4438 0.996915	0.997481	1.00238	1.00117	0.994648	0.996896	
17.454 1.00101	1.00158	1.00088	0.999672	0.996073	0.998318	
17.4641 0.999392	0.999966	1.00153	1.00032	0.996887	0.99913	
17.4743 0.999596	1.00017	1.00284	1.00163	0.994272	0.996494	
17.4845 0.9988	0.999371	1.00495	1.00376	0.996444	0.998666	
17.4946 1.00304	1.00362	1.00126	1.00008	0.997553	0.999776	
17.5048 0.999343	0.99993	1.00013	0.998943	0.995033	0.997239	
17.515 0.995837	0.996407	1.00196	1.00077	0.992829	0.99501	
17.5251 1.00162	1.0022	1.0029	1.00171	0.997225	0.999413	
17.5353 0.993319	0.99387	1.00259	1.00141	0.994846	0.997016	
17.5454 1.00225	1.00282	1.003	1.00183	0.996036	0.998201	
17.5556 0.997212	0.997768	1.0005	0.999328	0.996242	0.998401	
17.5658 0.999092	0.999647	1.00389	1.00273	0.99753	0.999691	
17.5759 1.00471	1.00529	1.00543	1.00428	0.993049	0.99518	
17.5861 1.00108	1.00166	1.00037	0.999226	0.996872	0.999006	
17.5963 0.999731	1.00032	1.00209	1.00095	0.993077	0.995183	
17.6064 0.999363	0.99995	1.00152	1.00038	0.995442	0.997542	
17.6166 1.0018	1.0024	0.99946	0.998318	0.997591	0.999695	
17.6267 1.00197	1.00258	1.00454	1.00341	0.995957	0.998049	
17.6369 0.99706	0.997656	1	0.99887	0.993127	0.995193	
17.6471 0.998536	0.999129	1.00095	0.999814	0.994704	0.996758	
17.6572 0.999758	1.00035	1.0002	0.999061	0.998449	1.00051	
17.6674 1.00021	1.00081	1.0031	1.00197	0.991972	0.993997	
17.6776 0.998279	0.998872	1.00502	1.00391	0.996275	0.998302	
17.6877 1.00016	1.00076	1.00087	0.999761	0.99341	0.995411	
17.6979 1.00098	1.00158	1.00108	0.999967	0.994339	0.996326	
17.708 0.995667	0.996253	1.00402	1.00292	0.9963	0.998283	
17.7182 0.999453	1.00004	1.00142	1.00032	0.992596	0.994548	
17.7284 0.999186	0.999773	0.999289	0.998183	0.994353	0.996292	
17.7385 0.999282	0.999868	1.00119	1.00008	0.994131	0.996052	
17.7487 0.998382	0.998963	1.00286	1.00176	0.994386	0.996292	
17.7589 0.993622	0.994175	1.00253	1.00143	0.991118	0.992986	
17.769 0.997313	0.997858	1.00077	0.999679	0.998489	1.00037	
17.7792 1.00062	1.00118	1.00182	1.00072	0.993481	0.995335	
17.7893 0.998533	0.99908	1.00176	1.00067	0.991273	0.993092	
17.7995 0.999167	0.999713	1.00156	1.00047	0.996081	0.9979	
17.8097 0.999557	1.0001	1.00314	1.00206	0.991544	0.993325	
17.8198 0.99763	0.998168	1.00057	0.999487	0.99868	1.00048	
17.83 0.999242	0.99978	1.00562	1.00456	0.991839	0.993594	
17.8402 1.00029	1.00083	1.00246	1.00141	0.996621	0.998377	
17.8503 0.999782	1.00033	1.00458	1.00354	0.996658	0.998407	
17.8605 1.00238	1.00294	1.00123	1.00019	0.994112	0.995837	
17.8706 0.99675	0.997292	1.00176	1.00072	0.995102	0.996815	
17.8808 0.998136	0.998673	1.00245	1.00143	0.993045	0.99473	
17.891 1.0007	1.00124	1.00417	1.00316	0.995966	0.997646	
17.9011 1.00076	1.00131	1.00064	0.999629	0.99629	0.997961	
17.9113 0.9965	0.997034	1.0028	1.00179	0.995521	0.997178	
17.9215 1.00056	1.0011	0.999766	0.998756	1.00013	1.00181	
17.9316 0.995336	0.995855	1.00149	1.00048	0.996338	0.997995	
17.9418 1.00051	1.00103	1.00225	1.00125	0.996715	0.998365	
17.9519 1.00355	1.0041	1.00228	1.00128	0.997519	0.999167	
17.9621 0.999939	1.00049	1.00214	1.00115	0.997967	0.999614	
17.9723 1.00245	1.00302	1.00034	0.999346	0.992524	0.994135	
17.9824 1.00285	1.00343	1.00324	1.00225	0.998017	0.999635	
17.9926 1.00013	1.00072	1.00156	1.00057	0.995121	0.996719	
18.0028 0.996724	0.997291	1.00108	1.0001	0.996561	0.998152	
18.0129 0.99659	0.997143	1.00369	1.00272	0.997316	0.998904	
18.0231 0.998032	0.99858	0.998009	0.997029	0.99594	0.997514	
18.0332 0.998417	0.99896	1.00398	1.00301	1.00009	1.00168	
18.0434 1.00203	1.00258	1.00142	1.00045	0.996696	0.998271	
18.0536 1.00052	1.00109	1.00136	1.00039	0.996188	0.997751	
18.0637 1.00049	1.00106	1.00215	1.00119	0.994022	0.995561	
18.0739 0.997457	0.998012	1.00218	1.00123	0.996659	0.998193	
18.0841 1.00033	1.00089	1.00269	1.00174	0.992965	0.994467	
18.0942 0.997298	0.997848	1.0005	0.99955	0.99576	0.997254	
18.1044 1.00002	1.00058	0.999926	0.998976	0.996013	0.997494	
18.1145 1.00045	1.00101	1.00415	1.00321	0.997047	0.998523	
18.1247 0.999997	1.00056	0.999473	0.998532	0.997358	0.998829	
18.1349 0.996226	0.996769	1.00118	1.00024	0.99867	1.00014	
18.145 1.00433	1.0049	1.00408	1.00315	0.991023	0.992449	
18.1552 1.0034	1.00399	1.0015	1.00058	0.99242	0.993818	
18.1654 0.998963	0.999549	1.00209	1.00117	0.998032	0.999435	
18.1755 0.999677	1.00026	1.0012	1.00028	0.998385	0.999788	
18.1857 1.00234	1.00295	1.00389	1.00299	0.991878	0.993239	
18.1958 0.998333	0.998929	1.00181	1.00091	0.998849	1.00022	
18.206 0.999602	1.0002	1.00322	1.00233	0.995565	0.996917	
18.2162 1.00105	1.00166	1.00034	0.999452	0.992899	0.994219	
18.2263 0.998974	0.999577	1.00092	1.00003	0.995554	0.996862	
18.2365 1.00079	1.00141	0.999718	0.998825	0.993731	0.995012	
18.2467 0.994724	0.995308	1.00434	1.00346	0.999692	1.00099	
18.2568 1.00082	1.00141	1.00192	1.00105	0.995478	0.99675	
18.267 1.00214	1.00275	1.00343	1.00257	0.996952	0.998217	
18.2771 0.999341	0.999948	1.00086	0.999997	0.993848	0.995085	
18.2873 1.00165	1.00227	1.00454	1.0037	0.995581	0.996804	
18.2975 1.00044	1.00106	1.00269	1.00185	0.995896	0.997105	
18.3076 0.997355	0.997968	1.00175	1.00092	0.99923	1.00045	
18.3178 1.00413	1.00478	1.00064	0.999815	0.998314	0.999526	
18.328 0.999543	1.00018	1.00255	1.00173	0.995487	0.996679	
18.3381 1.00292	1.00358	0.997867	0.997036	0.996902	0.998085	
18.3483 0.999621	1.00028	1.0031	1.00228	0.998777	0.999962	
18.3584 1.00013	1.0008	1.00309	1.00228	0.996644	0.997816	
18.3686 0.996824	0.997472	1.0037	1.0029	0.993061	0.994198	
18.3788 0.999508	1.00016	1.00007	0.999275	0.999361	1.00051	
18.3889 0.999847	1.0005	1.00149	1.00069	0.995099	0.996222	
18.3991 1.00261	1.00328	1.00286	1.00207	0.997078	0.998195	
18.4093 1.00042	1.0011	1.0023	1.00152	0.997609	0.998719	
18.4194 1.00288	1.00358	1.00185	1.00108	0.996082	0.997177	
18.4296 0.998871	0.999562	0.999482	0.998705	0.995155	0.996229	
18.4397 1.00224	1.00295	1.00543	1.00467	0.995546	0.996602	
18.4499 0.999361	1.00007	1.00297	1.00222	0.997493	0.998544	
18.4601 0.999892	1.0006	0.999921	0.999175	0.996802	0.997841	
18.4702 0.999699	1.00041	1.00156	1.00082	0.997597	0.99863	
18.4804 0.997281	0.997982	1.00125	1.00051	0.995241	0.996251	
18.4906 0.998105	0.9988	1.00147	1.00073	0.996274	0.997271	
18.5007 0.999889	1.00059	1.00157	1.00083	0.997969	0.998962	
18.5109 0.997356	0.998044	1.00282	1.0021	0.997446	0.99843	
18.521 0.999499	1.00019	1.00138	1.00066	0.995913	0.996879	
18.5312 0.999324	1.00001	0.997857	0.997127	0.996826	0.997781	
18.5414 0.998721	0.999408	1.00139	1.00066	0.996471	0.997412	
18.5515 0.995664	0.996329	0.998619	0.997881	0.997249	0.998181	
18.5617 1.00181	1.00249	1.0027	1.00197	0.995595	0.996507	
18.5719 0.995749	0.996408	1.00354	1.00283	0.996371	0.99727	
18.582 0.998974	0.999633	1.00332	1.00262	0.99538	0.996258	
18.5922 0.996222	0.996862	1.00317	1.00248	0.995844	0.996704	
18.6023 1.00163	1.00228	1.00187	1.00119	0.997007	0.997856	
18.6125 1.00015	1.0008	1.00094	1.00026	0.998582	0.99943	
18.6227 0.996082	0.996722	1.00206	1.00138	0.996921	0.997755	
18.6328 0.99908	0.99972	1.0017	1.00103	0.997797	0.998624	
18.643 1.00207	1.00273	1.00015	0.999484	0.99911	0.999938	
18.6532 0.998479	0.999128	1.00172	1.00106	0.997035	0.997849	
18.6633 1.00044	1.00109	0.999982	0.999316	0.994489	0.995275	
18.6735 1.00048	1.00114	1.00286	1.0022	0.993489	0.994243	
18.6836 0.999917	1.00058	1.00209	1.00145	0.999423	1.00018	
18.6938 1.00136	1.00204	1.0001	0.999453	0.997329	0.998076	
18.704 0.998982	0.999657	1.00041	0.999756	0.993202	0.993913	
18.7141 1.00011	1.00079	1.00086	1.00021	0.995981	0.996676	
18.7243 1.00453	1.00524	1.00367	1.00303	0.997676	0.998363	
18.7345 0.996118	0.996806	1.00173	1.0011	0.997906	0.998585	
18.7446 1.0008	1.0015	1.0013	1.00067	0.99659	0.997252	
18.7548 1.00085	1.00156	1.00057	0.999944	0.996786	0.997434	
18.7649 1.00102	1.00174	1.00013	0.999507	0.998106	0.998748	
18.7751 0.997832	0.998541	0.99884	0.998205	0.999159	0.9998	
18.7853 0.997304	0.998	1.00045	0.999811	0.999143	0.999783	
18.7954 0.998512	0.999205	1.00055	0.999911	0.998982	0.999619	
18.8056 1.00008	1.00078	1.00132	1.00069	0.995271	0.995883	
18.8158 0.998449	0.999141	0.998432	0.997787	0.993842	0.994421	
18.8259 1.00145	1.00216	1.00002	0.999367	0.993523	0.994069	
18.8361 0.999283	0.999989	1.0002	0.999551	0.994763	0.995282	
18.8462 1.00081	1.00152	1.00076	1.00011	0.999408	0.999929	
18.8564 1.00299	1.00373	1.00085	1.00019	0.99792	0.998431	
18.8666 0.997709	0.998434	1.00084	1.00019	0.996607	0.997101	
18.8767 0.999999	1.00073	0.998735	0.998076	0.998859	0.99935	
18.8869 1.00471	1.00548	1.0009	1.00024	0.991651	0.992093	
18.897 1.00028	1.00105	1.0004	0.999737	0.997217	0.997648	
18.9072 1.0039	1.0047	1.0018	1.00114	0.996935	0.99735	
18.9174 1.00207	1.00289	1.00447	1.00383	0.995648	0.996039	
18.9275 0.998707	0.999517	1.00121	1.00059	0.997028	0.997405	
18.9377 0.999806	1.00062	1.00203	1.00141	0.998493	0.998864	
18.9479 0.996339	0.997134	1.00184	1.00123	0.99741	0.997767	
18.958 1.00492	1.00576	1.00126	1.00065	0.995568	0.995901	
18.9682 1.00243	1.00328	1.00053	0.99992	0.996881	0.997197	
18.9783 0.996188	0.997019	1.00321	1.00262	0.996747	0.997046	
18.9885 0.998142	0.998968	0.999776	0.999178	1.00011	1.00041	
18.9987 0.999758	1.00059	1.00165	1.00105	0.998388	0.998681	
19.0088 0.996079	0.996888	1.00107	1.00048	0.996515	0.996789	
19.019 1.00047	1.00129	1.00285	1.00227	0.996796	0.997052	
19.0292 1.00048	1.00131	0.998323	0.997735	0.997139	0.997379	
19.0393 0.998029	0.998848	1.00197	1.00139	0.999865	1.00011	
19.0495 0.99891	0.999729	1.00208	1.00151	0.997434	0.997661	
19.0596 0.996684	0.997486	0.99978	0.999204	0.999471	0.999696	
19.0698 0.998058	0.998854	1.00185	1.00128	0.999745	0.999971	
19.08 1.00269	1.00351	1.00302	1.00246	0.997603	0.997815	
19.0901 0.996814	0.997616	1.00041	0.999859	0.995014	0.995196	
19.1003 1.00033	1.00114	1.00313	1.00259	0.998756	0.998932	
19.1105 0.998992	0.999801	1.00113	1.0006	1.00128	1.00147	
19.1206 0.998737	0.999543	1.00121	1.00068	0.998386	0.998562	
19.1308 0.999144	0.99995	0.999948	0.999413	0.998317	0.998484	
19.1409 1.00004	1.00085	1.0014	1.00087	0.998201	0.998358	
19.1511 0.999606	1.00042	1.00028	0.999749	0.992105	0.992212	
19.1613 1.00141	1.00224	1.00248	1.00196	0.995978	0.996061	
19.1714 1.00176	1.0026	0.997989	0.997456	0.995183	0.995236	
19.1816 0.997852	0.998687	1.00121	1.00068	0.998035	0.998077	
19.1918 0.996975	0.997795	1.00053	0.999999	0.994164	0.99417	
19.2019 1.00307	1.00392	1.00261	1.00209	0.997596	0.997586	
19.2121 0.994601	0.995415	0.998942	0.998415	1.00308	1.00309	
19.2222 0.998566	0.99938	1.00105	1.00052	1.00036	1.00037	
19.2324 0.997578	0.99838	1.0008	1.00028	0.999893	0.999904	
19.2426 0.998068	0.998864	0.999804	0.999278	0.995811	0.995796	
19.2527 1.00132	1.00213	1.00151	1.00099	0.999171	0.99915	
19.2629 0.992399	0.99316	1.00429	1.00379	0.998207	0.998174	
19.2731 0.999909	1.00068	0.998966	0.998461	0.994598	0.994531	
19.2832 1.00301	1.00381	1.00325	1.00276	1.00067	1.0006	
19.2934 1.00258	1.0034	0.998454	0.997954	0.995454	0.995361	
19.3035 0.997699	0.998506	1.00227	1.00178	0.997706	0.997597	
19.3137 0.999164	0.999971	1.00507	1.00461	0.996961	0.996831	
19.3239 1.0036	1.00444	0.997772	0.997295	1.00125	1.00112	
19.334 0.998864	0.999697	0.998698	0.998209	0.995611	0.99546	
19.3442 1.00103	1.00187	1.00283	1.00235	0.996502	0.996327	
19.3544 1.00095	1.00181	1.0011	1.00063	0.996038	0.995836	
19.3645 0.998279	0.999131	1.00165	1.00119	1.00406	1.00389	
19.3747 0.998109	0.998954	1.00117	1.00071	0.998988	0.998803	
19.3848 1.00096	1.00182	1.0021	1.00166	0.997498	0.997295	
19.395 1.0007	1.00156	1.00059	1.00015	0.996582	0.996355	
19.4052 0.999309	1.00018	1.00476	1.00435	1.0038	1.0036	
19.4153 1.00073	1.00161	0.996879	0.996441	0.998696	0.998483	
19.4255 0.998815	0.999693	1.0019	1.00147	1.00138	1.00117	
19.4357 0.997664	0.99853	1.00122	1.00079	0.995644	0.995408	
19.4458 1.00265	1.00355	0.998561	0.998124	0.998326	0.998077	
19.456 1.00138	1.00229	1.00098	1.00055	0.998998	0.998741	
19.4661 1.00464	1.00559	0.999083	0.99864	0.996913	0.996633	
19.4763 1.00152	1.00248	1.00037	0.999929	0.998968	0.998678	
19.4865 1.00439	1.00539	1.00167	1.00123	0.997729	0.997422	
19.4966 0.999623	1.00063	0.998268	0.997819	0.998875	0.998559	
19.5068 0.997308	0.998297	0.998665	0.998204	0.99179	0.991419	
19.517 0.999302	1.00029	0.996247	0.995758	0.998204	0.997815	
19.5271 0.996983	0.99796	1.00107	1.00058	1.00051	1.00012	
19.5373 0.998017	0.998988	0.999246	0.998751	1.00092	1.00053	
19.5474 0.999482	1.00046	1.00123	1.00074	0.99899	0.998596	
19.5576 0.994342	0.995279	1.00285	1.00237	0.993733	0.993295	
19.5678 1.00067	1.00163	0.999435	0.998954	0.99984	0.999395	
19.5779 0.995601	0.996527	0.995501	0.994988	0.998333	0.997874	
19.5881 1.00045	1.00139	1.00267	1.00217	1.00073	1.00027	
19.5983 1.0022	1.00316	0.998346	0.997831	0.997904	0.99743	
19.6084 0.995956	0.996892	1.00022	0.999703	1.00156	1.00109	
19.6186 0.99634	0.997257	1.00057	1.00005	0.999952	0.999481	
19.6287 1.00398	1.00494	1.00162	1.00111	1.00354	1.00309	
19.6389 0.998769	0.999722	1.0009	1.00039	0.99914	0.998681	
19.6491 1.00131	1.00228	0.999613	0.9991	1.00247	1.00202	
19.6592 0.99906	1.00003	1.00353	1.00304	0.994301	0.993816	
19.6694 1.00099	1.00198	0.996885	0.996369	0.999897	0.999404	
19.6796 1.00197	1.00298	1.00223	1.00173	0.997632	0.99712	
19.6897 1.0007	1.00172	0.997709	0.997185	0.998837	0.998313	
19.6999 0.998954	0.99997	0.996788	0.996238	0.997239	0.996692	
19.71 0.997975	0.998983	1.00086	1.00031	0.999356	0.998799	
19.7202 0.996615	0.997604	0.998154	0.997588	0.989374	0.988743	
19.7304 0.996971	0.997945	0.998468	0.997887	0.998662	0.998012	
19.7405 1.00526	1.00629	1.00074	1.00015	1.0032	1.00256	
19.7507 0.999794	1.00082	0.998823	0.998231	0.994418	0.993744	
19.7609 0.998296	0.999318	1.00045	0.999859	0.995422	0.99471	
19.771 0.999222	1.00025	0.997925	0.997312	1.00036	0.99964	
19.7812 0.996176	0.997177	1.00029	0.999669	0.993467	0.992701	
19.7913 0.992627	0.993579	1.0038	1.00321	0.999197	0.998415	
19.8015 0.99767	0.998617	0.999586	0.998986	0.998346	0.997547	
19.8117 0.996744	0.997673	0.999573	0.998966	1.00353	1.00275	
19.8218 0.998088	0.999011	0.999467	0.998851	1.00104	1.00026	
19.832 1.00316	1.00412	1.0013	1.00069	1.00068	0.999898	
19.8422 0.995279	0.996202	0.999557	0.998938	1.00085	1.00007	
19.8523 1.00194	1.00289	0.998764	0.998132	0.995038	0.994222	
19.8625 0.996771	0.9977	1.00088	1.00024	0.996294	0.995443	
19.8726 0.997703	0.998622	0.998325	0.997678	0.999222	0.998357	
19.8828 0.997499	0.998407	0.998	0.997334	1.00186	1.001	
19.893 1.00096	1.00189	0.999307	0.99863	0.998889	0.998017	
19.9031 0.990726	0.991579	0.992831	0.9921	1.0007	0.999824	
19.9133 0.99832	0.999174	0.999751	0.999008	1.00908	1.00826	
19.9235 1.00096	1.00183	1.00288	1.00215	0.998798	0.99797	
19.9336 0.998663	0.999527	1.0033	1.00259	1.00281	1.00199	
19.9438 0.998829	0.999691	1.00084	1.00013	1.00197	1.00116	
19.9539 1.00113	1.00201	1.00344	1.00275	1.00135	1.00054	
19.9641 1.00297	1.00388	0.999747	0.999054	0.9974	0.996575	
19.9743 0.998333	0.999233	1.00008	0.99938	1.001	1.00018	
19.9844 1.00222	1.00314	1.0025	1.00181	1.00191	1.0011	
19.9946 1.00094	1.00188	0.997174	0.996465	1.00064	0.999824	
20.0048 0.998693	0.999628	1.00292	1.00222	1.0031	1.00229	
20.0149 1.00571	1.00671	1.0014	1.00071	1.00015	0.99934	
20.0251 1.00024	1.00123	1.00204	1.00136	1.00117	1.00036	
20.0352 1.00249	1.00352	0.99625	0.99554	0.997752	0.996927	
20.0454 0.997254	0.99826	1.00061	0.999892	0.998118	0.997272	
20.0556 1.00052	1.00154	0.999038	0.998313	1.00234	1.0015	
20.0657 1.00423	1.0053	0.997622	0.996875	0.998109	0.997254	
20.0759 1.00126	1.00233	1.00034	0.999582	1.00814	1.00733	
20.0861 0.997645	0.998711	1.00041	0.999657	1.00212	1.00133	
20.0962 1.00187	1.00296	0.999126	0.998359	0.998645	0.997838	
20.1064 0.996392	0.99746	0.998589	0.997806	1.006	1.00522	
20.1165 0.991705	0.992713	0.997529	0.996722	1.0022	1.00144	
20.1267 0.998212	0.999221	1.00067	0.99986	1.00338	1.00264	
20.1369 1.00491	1.00597	0.998049	0.99722	1.00237	1.00164	
20.147 0.996949	0.997987	0.999681	0.998841	1.00298	1.00227	
20.1572 0.996279	0.997295	1.00351	1.00269	0.999788	0.999074	
20.1674 0.998981	1	0.999331	0.998501	1.00089	1.00018	
20.1775 1.00259	1.00364	1.00065	0.999815	0.999281	0.998558	
20.1877 1.00041	1.00147	1.00167	1.00084	1.00056	0.999835	
20.1978 0.997208	0.998251	1.00346	1.00265	0.999223	0.998487	
20.208 0.997329	0.998359	1.00001	0.9992	1.00295	1.00222	
20.2182 0.996217	0.997225	0.99647	0.995627	0.998458	0.997722	
20.2283 0.995053	0.996029	0.999727	0.998873	0.998416	0.997662	
20.2385 1.00175	1.00275	1.00079	0.999938	1.00224	1.00149	
20.2487 1.00453	1.00558	0.997333	0.996453	0.997725	0.99696	
20.2588 1.00043	1.00148	0.999244	0.99835	0.997961	0.997174	
20.269 0.992878	0.99388	0.99827	0.997357	1.00304	1.00226	
20.2791 0.999005	1.00001	1.00226	1.00136	0.996688	0.995887	
20.2893 0.991743	0.992688	0.997811	0.996885	0.993188	0.992332	
20.2995 0.998972	0.999924	1.00181	1.00089	0.998762	0.997886	
20.3096 1.00317	1.00416	0.997794	0.99685	1.00513	1.00429	
20.3198 0.998025	0.999	1.00092	0.99997	1.00801	1.00721	
