# Radius 	finiterdf__met_met	rdf__met_met	finiterdf__met_wat	rdf__met_wat	finiterdf__wat_wat	rdf__wat_wat	
8.88705 1.01076	1.01229	1.00004	0.997448	0.992174	0.998871	
8.89721 1.01607	1.01762	1.00022	0.997625	0.986166	0.992819	
8.90738 1.00819	1.00973	1.00348	1.00088	0.991851	0.998542	
8.91754 1.01572	1.01728	0.997721	0.995129	0.989704	0.996378	
8.9277 1.01569	1.01726	1.00197	0.999368	0.985713	0.992356	
8.93786 1.0173	1.01887	0.997233	0.994639	0.992075	0.998761	
8.94802 1.01473	1.01632	0.998321	0.995722	0.98853	0.99519	
8.95819 1.00867	1.01025	1.00044	0.99783	0.992976	0.999666	
8.96835 1.01562	1.01722	1.00164	0.99903	0.989987	0.996655	
8.97851 1.01225	1.01384	1.00045	0.997847	0.991342	0.998018	
8.98867 1.01167	1.01327	0.998558	0.995954	0.997438	1.00416	
8.99884 1.01307	1.01469	1.00323	1.00061	0.993776	1.00047	
9.009 1.01215	1.01377	0.997587	0.994983	0.990208	0.996877	
9.01916 1.01354	1.01517	0.99887	0.996261	0.999433	1.00617	
9.02932 1.0128	1.01443	1.00238	0.999762	0.996739	1.00346	
9.03949 1.0125	1.01414	1.00147	0.998855	1.00005	1.00679	
9.04965 1.01536	1.01701	0.997081	0.994473	0.996852	1.00358	
9.05981 1.01172	1.01337	1.00148	0.998862	0.997328	1.00406	
9.06997 1.01759	1.01927	0.999134	0.996518	0.999123	1.00587	
9.08014 1.00781	1.00947	1.0005	0.997876	0.995517	1.00224	
9.0903 1.01553	1.01722	0.996075	0.993463	0.993393	1.0001	
9.10046 1.01092	1.0126	0.997257	0.994639	0.997979	1.00472	
9.11062 1.01489	1.0166	1.0023	0.999668	0.995804	1.00253	
9.12079 1.01067	1.01237	0.997263	0.994642	0.994602	1.00132	
9.13095 1.01394	1.01566	1.00295	1.00031	0.997513	1.00425	
9.14111 1.00817	1.00988	0.99566	0.99304	0.997006	1.00375	
9.15127 1.01033	1.01205	1.00022	0.997588	1.00142	1.0082	
9.16144 1.00984	1.01157	0.996663	0.994036	0.997783	1.00453	
9.1716 1.01337	1.01511	1.00021	0.997576	0.997427	1.00418	
9.18176 1.01522	1.01697	0.997807	0.995173	0.997027	1.00378	
9.19192 1.01268	1.01443	1.00058	0.997935	1.00027	1.00705	
9.20209 1.01217	1.01393	1.00026	0.997619	0.999696	1.00647	
9.21225 1.00896	1.01072	0.996184	0.993549	1.0001	1.00688	
9.22241 1.00792	1.00968	0.997212	0.994571	0.998828	1.0056	
9.23257 1.00788	1.00965	0.994791	0.992152	1.00201	1.00881	
9.24274 1.01153	1.01332	0.999855	0.997201	0.996355	1.00312	
9.2529 1.00632	1.0081	0.995217	0.992572	1.00065	1.00745	
9.26306 1.00561	1.00739	1.00039	0.997732	1.00125	1.00806	
9.27322 1.00901	1.0108	0.994717	0.992067	0.99571	1.00248	
9.28339 1.00481	1.0066	1.00041	0.997742	1.0017	1.00852	
9.29355 1.0099	1.01171	0.997387	0.994727	0.995582	1.00236	
9.30371 1.00541	1.00721	1.00104	0.998364	1.00483	1.01168	
9.31387 1.00205	1.00385	0.999651	0.996982	0.995405	1.00219	
9.32404 1.00651	1.00832	0.998048	0.995381	0.997795	1.0046	
9.3342 1.00778	1.0096	0.998229	0.995559	1.00067	1.0075	
9.34436 1.00728	1.0091	0.998784	0.996111	0.997207	1.00401	
9.35452 1.00352	1.00534	0.997567	0.994894	0.999665	1.00649	
9.36468 1.00849	1.01033	0.994108	0.991439	0.996187	1.00299	
9.37485 1.00902	1.01086	0.994428	0.991754	0.998693	1.00552	
9.38501 1.00192	1.00374	0.997687	0.995001	0.994059	1.00085	
9.39517 1.0033	1.00514	0.997808	0.995119	1.00036	1.0072	
9.40533 1.00293	1.00477	0.995233	0.992547	0.999917	1.00676	
9.4155 1.00182	1.00366	0.999643	0.996943	0.994055	1.00085	
9.42566 1.00282	1.00466	0.991595	0.988911	0.999608	1.00645	
9.43582 1.00171	1.00355	0.996761	0.99406	0.997864	1.0047	
9.44598 0.999612	1.00145	0.998555	0.995847	0.998412	1.00525	
9.45615 1.00303	1.00488	0.998809	0.996098	1.00303	1.0099	
9.46631 1.00627	1.00813	0.999936	0.99722	1.00295	1.00983	
9.47647 1.00168	1.00353	0.99339	0.990686	0.9993	1.00616	
9.48663 0.993226	0.995058	0.998185	0.995466	0.995877	1.00271	
9.4968 0.997765	0.999605	0.994173	0.99146	0.994328	1.00116	
9.50696 0.998115	0.999955	0.990146	0.987437	1.002	1.00888	
9.51712 0.99877	1.00061	0.992999	0.990276	0.997009	1.00386	
9.52728 0.99369	0.995521	0.999324	0.996583	1.00256	1.00946	
9.53745 1.00536	1.00721	0.993055	0.990326	0.999934	1.00682	
9.54761 1.00037	1.00222	0.99339	0.990654	0.991213	0.998035	
9.55777 0.998076	0.999919	0.996649	0.993901	0.997822	1.00469	
9.56793 0.997211	0.999053	0.993682	0.990936	0.999265	1.00615	
9.5781 0.994246	0.99608	0.992907	0.990158	1.00083	1.00773	
9.58826 0.992062	0.993889	0.994593	0.991834	0.998256	1.00514	
9.59842 0.999922	1.00176	0.993399	0.990638	0.995046	1.00191	
9.60858 0.996274	0.998108	0.99947	0.996691	0.993793	1.00065	
9.61875 0.993687	0.995514	0.996993	0.994217	0.995469	1.00234	
9.62891 0.994575	0.996401	0.9942	0.991426	0.998894	1.00579	
9.63907 0.999223	1.00106	0.993267	0.990491	0.994567	1.00143	
9.64923 0.993745	0.995567	0.995317	0.99253	0.996531	1.00341	
9.6594 0.993364	0.995183	0.994582	0.991793	0.996999	1.00389	
9.66956 0.994586	0.996405	0.992464	0.989675	0.995293	1.00217	
9.67972 0.997433	0.999257	0.993296	0.990499	0.996874	1.00376	
9.68988 0.991096	0.992904	0.997332	0.99452	0.994392	1.00126	
9.70005 0.999765	1.00159	0.995215	0.992404	0.993795	1.00066	
9.71021 0.99395	0.995762	0.993089	0.990278	0.998588	1.00549	
9.72037 0.992641	0.994447	0.995015	0.992195	0.997786	1.00469	
9.73053 0.991593	0.993393	0.993997	0.991174	0.991128	0.997984	
9.74069 0.989945	0.991737	0.989588	0.986769	0.995169	1.00205	
9.75086 0.997733	0.999539	0.99359	0.990755	0.993634	1.00051	
9.76102 0.991291	0.993081	0.990292	0.987459	0.993215	1.00009	
9.77118 0.991755	0.993541	0.991415	0.988571	0.996017	1.00291	
9.78134 0.99217	0.993954	0.991791	0.988939	0.996399	1.0033	
9.79151 0.991049	0.992826	0.992396	0.989536	0.992011	0.998878	
9.80167 0.992946	0.994724	0.995204	0.992331	0.993386	1.00026	
9.81183 0.99052	0.992288	0.991787	0.988917	0.99395	1.00083	
9.82199 0.992554	0.994323	0.990818	0.987944	0.990815	0.997673	
9.83216 0.989697	0.991455	0.992584	0.989698	0.994812	1.0017	
9.84232 0.991733	0.993491	0.993668	0.990773	0.996192	1.00309	
9.85248 0.991582	0.993335	0.995949	0.993044	0.995732	1.00263	
9.86264 0.991736	0.993485	0.988029	0.985137	0.995895	1.00279	
9.87281 0.989744	0.991485	0.991075	0.988167	0.9984	1.00532	
9.88297 0.988111	0.989843	0.988587	0.985677	0.991895	0.998769	
9.89313 0.987329	0.989052	0.991815	0.988889	0.995275	1.00217	
9.90329 0.992147	0.993875	0.990345	0.987416	0.993918	1.00081	
9.91346 0.988152	0.989867	0.991852	0.988911	0.994552	1.00145	
9.92362 0.992008	0.993725	0.993265	0.990314	0.995519	1.00242	
9.93378 0.990064	0.991773	0.99077	0.987818	0.997535	1.00446	
9.94394 0.988715	0.990416	0.993141	0.990176	0.994462	1.00136	
9.95411 0.988517	0.990211	0.993523	0.99055	0.996228	1.00314	
9.96427 0.986028	0.98771	0.988956	0.985989	0.995108	1.00202	
9.97443 0.99027	0.991954	0.992788	0.989803	0.992351	0.99924	
9.98459 0.987515	0.989187	0.991869	0.988879	0.991592	0.998474	
9.99476 0.989022	0.990691	0.994121	0.991119	0.994854	1.00176	
10.0049 0.986235	0.987891	0.991044	0.988044	0.992988	0.999881	
10.0151 0.990416	0.992074	0.99709	0.994067	0.997648	1.00458	
10.0252 0.985775	0.987417	0.98941	0.986402	0.998604	1.00554	
10.0354 0.987354	0.988991	0.997746	0.994709	0.996559	1.00349	
10.0456 0.98409	0.985712	0.993126	0.990096	0.99113	0.998017	
10.0557 0.986368	0.987986	0.99232	0.989285	0.994976	1.00189	
10.0659 0.988364	0.98998	0.993242	0.990198	0.997672	1.00461	
10.0761 0.985926	0.987529	0.99465	0.991597	0.992684	0.999586	
10.0862 0.988824	0.990426	0.994316	0.991258	0.992421	0.999322	
10.0964 0.986677	0.988267	0.995328	0.992261	0.994125	1.00104	
10.1065 0.986162	0.987743	0.989698	0.98664	0.991935	0.998832	
10.1167 0.987013	0.988588	0.995603	0.992521	0.993547	1.00046	
10.1269 0.989779	0.991353	0.992808	0.989728	1.00147	1.00844	
10.137 0.987477	0.98904	0.995604	0.992511	0.994362	1.00128	
10.1472 0.984235	0.985782	0.993339	0.990246	0.989563	0.996447	
10.1574 0.988068	0.989615	0.996854	0.993746	0.990629	0.997519	
10.1675 0.986715	0.988252	0.994917	0.99181	0.999504	1.00646	
10.1777 0.989824	0.99136	0.994379	0.991267	0.994798	1.00172	
10.1878 0.988033	0.989559	0.995793	0.992672	0.994328	1.00125	
10.198 0.986901	0.988417	0.997322	0.994192	0.995774	1.00271	
10.2082 0.986227	0.987734	0.996419	0.993288	0.992325	0.999235	
10.2183 0.988899	0.990404	0.997256	0.994118	0.993333	1.00025	
10.2285 0.989091	0.990589	0.996714	0.993574	0.998441	1.0054	
10.2387 0.985919	0.987404	0.997842	0.994694	0.998764	1.00573	
10.2488 0.985115	0.986589	0.995139	0.991994	0.990111	0.997012	
10.259 0.988569	0.990042	0.996764	0.993609	0.997575	1.00453	
10.2691 0.989418	0.990885	0.996194	0.993036	0.996132	1.00308	
10.2793 0.986544	0.987999	0.994912	0.991753	0.992277	0.999197	
10.2895 0.985603	0.987047	0.997745	0.994573	0.997247	1.00421	
10.2996 0.988482	0.989924	0.998733	0.995554	0.993486	1.00042	
10.3098 0.990464	0.991903	1.00043	0.99724	0.99721	1.00417	
10.32 0.989068	0.990498	0.997856	0.994675	0.999504	1.00649	
10.3301 0.987351	0.988771	0.994934	0.991757	0.993513	1.00045	
10.3403 0.987237	0.988648	0.998286	0.995094	0.996258	1.00322	
10.3504 0.987926	0.989331	0.996871	0.993679	0.996946	1.00391	
10.3606 0.987436	0.988832	0.999409	0.996206	0.997081	1.00405	
10.3708 0.987355	0.988743	0.998566	0.995363	0.996964	1.00394	
10.3809 0.986555	0.987933	0.998045	0.994839	0.99937	1.00637	
10.3911 0.990418	0.991796	1.00119	0.997974	0.999356	1.00636	
10.4013 0.985805	0.987167	0.997569	0.99436	0.997376	1.00437	
10.4114 0.99357	0.994939	1.00073	0.997509	0.999833	1.00685	
10.4216 0.986976	0.988328	0.996196	0.992984	0.997774	1.00478	
10.4317 0.991276	0.992629	1.00014	0.996916	0.995738	1.00273	
10.4419 0.985631	0.986967	0.999111	0.995884	0.999575	1.0066	
10.4521 0.989707	0.991042	1.00169	0.998453	0.995649	1.00264	
10.4622 0.992411	0.993745	1.00049	0.997255	0.997614	1.00463	
10.4724 0.989032	0.990354	0.999102	0.995869	0.99825	1.00527	
10.4826 0.990603	0.991921	1.00022	0.996986	0.996624	1.00364	
10.4927 0.992198	0.993513	1.00234	0.999096	1.00177	1.00883	
10.5029 0.990456	0.991764	1.0004	0.997158	0.997355	1.00438	
10.513 0.985899	0.987191	0.999334	0.996092	0.997608	1.00464	
10.5232 0.991744	0.993038	1.00129	0.998043	1.00004	1.0071	
10.5334 0.990089	0.991374	0.999672	0.996425	0.995982	1.00301	
10.5435 0.99136	0.992642	1.0018	0.998543	0.996777	1.00381	
10.5537 0.994105	0.995387	1.0002	0.996951	1.00216	1.00924	
10.5639 0.990407	0.991678	1.00333	1.00007	0.998944	1.00601	
10.574 0.992043	0.993311	1.00523	1.00196	0.994326	1.00136	
10.5842 0.990824	0.992085	1.00381	1.00054	1.00116	1.00825	
10.5943 0.986963	0.988209	1.00169	0.998434	1.007	1.01414	
10.6045 0.989887	0.991131	1.00528	1.00201	0.99903	1.00612	
10.6147 0.990385	0.991623	1.00409	1.00083	1.0001	1.0072	
10.6248 0.989893	0.991124	1.00602	1.00276	1.00292	1.01005	
10.635 0.989949	0.991173	1.00389	1.00063	0.999166	1.00627	
10.6452 0.992192	0.993413	1.00715	1.00389	0.996099	1.00319	
10.6553 0.993267	0.994485	1.00591	1.00265	0.997213	1.00431	
10.6655 0.993179	0.994393	1.00354	1.00029	0.999085	1.0062	
10.6756 0.995341	0.996555	1.00426	1.001	0.999784	1.00691	
10.6858 0.994746	0.995956	1.00463	1.00138	0.996924	1.00403	
10.696 0.990355	0.991553	1.00376	1.00051	1.00217	1.00933	
10.7061 0.991128	0.992321	1.00703	1.00377	0.99823	1.00536	
10.7163 0.998405	0.999606	1.00404	1.0008	0.99842	1.00556	
10.7265 0.995567	0.996763	1.00538	1.00213	0.997972	1.00511	
10.7366 0.988821	0.990001	1.00567	1.00243	0.996182	1.00331	
10.7468 0.996916	0.998104	1.00525	1.00201	0.993809	1.00092	
10.7569 0.995116	0.996298	1.00858	1.00533	0.999517	1.00667	
10.7671 0.996738	0.997921	1.00663	1.00339	1.00121	1.00839	
10.7773 0.995198	0.996376	1.00732	1.00408	0.999552	1.00672	
10.7874 0.992582	0.993752	1.00551	1.00228	0.998759	1.00593	
10.7976 0.996818	0.997992	1.00887	1.00563	0.999768	1.00695	
10.8078 0.992963	0.994127	1.00617	1.00294	1.0016	1.0088	
10.8179 0.997606	0.998775	1.0084	1.00516	1.0018	1.00901	
10.8281 0.994441	0.995602	1.00925	1.00602	1.00247	1.00969	
10.8382 0.989497	0.990645	1.00634	1.00312	0.997865	1.00506	
10.8484 0.995622	0.996775	1.00646	1.00325	1.00205	1.00928	
10.8586 0.992705	0.993849	1.00665	1.00343	0.997902	1.00511	
10.8687 0.991796	0.992934	1.00766	1.00445	1.00021	1.00744	
10.8789 0.998928	1.00007	1.01013	1.00692	1.00068	1.00792	
10.8891 0.992804	0.993938	1.00954	1.00634	1.00027	1.00751	
10.8992 0.997375	0.998513	1.01048	1.00727	1.00089	1.00815	
10.9094 0.998057	0.999195	1.01003	1.00683	1.00033	1.00758	
10.9195 1.00213	1.00328	1.00981	1.00662	1.00294	1.01022	
10.9297 0.996281	0.997418	1.01043	1.00725	0.998742	1.006	
10.9399 0.993845	0.994974	1.00788	1.00471	0.998697	1.00596	
10.95 0.998621	0.999755	1.00967	1.00649	0.998928	1.0062	
10.9602 1.00096	1.00209	1.00932	1.00615	1.0004	1.00769	
10.9703 0.991621	0.992744	1.00942	1.00625	0.996442	1.0037	
10.9805 0.994465	0.995587	1.012	1.00884	1.00095	1.00825	
10.9907 1.00044	1.00157	1.00944	1.00628	0.996952	1.00423	
11.0008 0.998365	0.999492	1.01165	1.0085	0.998808	1.0061	
11.011 1.00271	1.00384	1.01088	1.00773	0.99589	1.00317	
11.0212 0.998336	0.999466	1.00894	1.00581	0.995681	1.00296	
11.0313 0.999421	1.00055	1.00854	1.00541	1.00063	1.00795	
11.0415 0.998588	0.999718	1.00811	1.00498	0.996035	1.00332	
11.0516 1.00171	1.00284	1.00954	1.00642	0.998686	1.006	
11.0618 1.00051	1.00165	1.01237	1.00925	0.997436	1.00474	
11.072 0.999129	1.00026	1.01121	1.0081	0.998154	1.00547	
11.0821 0.9966	0.99773	1.00841	1.00532	0.998717	1.00605	
11.0923 0.997773	0.998904	1.01051	1.00741	0.999761	1.0071	
11.1025 0.998105	0.999235	1.01179	1.0087	0.99698	1.00431	
11.1126 1.00357	1.00471	1.01353	1.01044	1.00416	1.01155	
11.1228 1.00053	1.00167	1.01223	1.00916	0.996861	1.0042	
11.1329 1.00462	1.00577	1.01101	1.00795	0.995853	1.00319	
11.1431 0.998441	0.999582	1.01183	1.00877	0.997694	1.00505	
11.1533 1.00035	1.00149	1.01171	1.00866	0.994637	1.00197	
11.1634 1.0001	1.00124	1.01096	1.00792	0.99838	1.00574	
11.1736 1.00136	1.00251	1.00883	1.00579	0.997937	1.0053	
11.1838 1.00165	1.0028	1.00899	1.00596	0.996705	1.00407	
11.1939 1.00447	1.00563	1.01241	1.00938	1.00154	1.00895	
11.2041 0.997652	0.998803	1.01005	1.00704	0.996135	1.0035	
11.2142 0.998816	0.999969	1.01189	1.00888	0.996162	1.00353	
11.2244 1.00069	1.00184	1.01283	1.00982	1.00086	1.00827	
11.2346 0.999231	1.00039	1.01083	1.00784	0.997402	1.00479	
11.2447 1.00465	1.00582	1.01165	1.00866	0.997873	1.00527	
11.2549 1.00111	1.00227	1.01312	1.01014	0.997946	1.00535	
11.2651 0.999883	1.00105	1.01035	1.00739	0.997028	1.00443	
11.2752 1.00024	1.00141	1.01201	1.00905	0.997838	1.00525	
11.2854 1.00101	1.00218	1.01495	1.01199	0.997626	1.00504	
11.2955 0.998322	0.999487	1.01119	1.00824	0.993243	1.00063	
11.3057 1.00042	1.00159	1.01368	1.01074	0.994265	1.00166	
11.3159 1.00423	1.00541	1.01328	1.01035	0.994836	1.00224	
11.326 1.00742	1.00861	1.0116	1.00869	0.996132	1.00354	
11.3362 1.00047	1.00165	1.01528	1.01236	0.993703	1.0011	
11.3464 1.00224	1.00343	1.00946	1.00656	0.995358	1.00277	
11.3565 1.00199	1.00318	1.01019	1.0073	0.995233	1.00265	
11.3667 1.00346	1.00466	1.01243	1.00954	0.995255	1.00267	
11.3768 1.00125	1.00245	1.01463	1.01175	0.998112	1.00555	
11.387 1.00172	1.00292	1.01179	1.00893	0.992385	0.999783	
11.3972 1.00558	1.00679	1.01312	1.01026	0.994656	1.00207	
11.4073 0.999135	1.00034	1.01154	1.00869	0.99197	0.999367	
11.4175 1.00391	1.00512	1.00946	1.00663	0.995869	1.0033	
11.4277 1.00109	1.00231	1.01001	1.00718	0.994773	1.0022	
11.4378 1.00612	1.00735	1.01008	1.00726	0.994125	1.00154	
11.448 0.999189	1.00041	1.01363	1.01081	0.992057	0.99946	
11.4581 1.00022	1.00144	1.01116	1.00836	0.99469	1.00211	
11.4683 1.00361	1.00484	1.01045	1.00765	0.992801	1.00021	
11.4785 1.00377	1.00501	1.01042	1.00763	0.99472	1.00215	
11.4886 1.00358	1.00482	1.00953	1.00675	0.993015	1.00043	
11.4988 1.00365	1.0049	1.01064	1.00787	0.989762	0.99715	
11.509 1.00247	1.00372	1.00942	1.00666	0.991568	0.998969	
11.5191 1.00044	1.00168	1.01074	1.00798	0.993729	1.00115	
11.5293 1.00395	1.0052	1.00631	1.00357	0.993845	1.00127	
11.5394 1.00294	1.0042	1.00935	1.0066	0.992091	0.999497	
11.5496 1.00318	1.00444	1.01119	1.00845	0.988017	0.995389	
11.5598 1.00007	1.00133	1.00961	1.00688	0.991482	0.998878	
11.5699 1.00501	1.00628	1.0095	1.00678	0.988176	0.995543	
11.5801 1.00453	1.00581	1.01069	1.00797	0.992264	0.999661	
11.5903 1.00256	1.00384	1.00951	1.0068	0.994516	1.00193	
11.6004 0.999194	1.00047	1.00751	1.00481	0.99422	1.00164	
11.6106 0.999741	1.00102	1.00838	1.00569	0.989757	0.997136	
11.6207 1.0013	1.00258	1.00827	1.00558	0.990802	0.998188	
11.6309 1.00068	1.00196	1.01292	1.01023	0.98992	0.997297	
11.6411 0.998924	1.00021	1.00921	1.00653	0.992715	1.00011	
11.6512 1.00007	1.00136	1.01156	1.00889	0.990042	0.997417	
11.6614 1.00544	1.00674	1.00994	1.00728	0.990584	0.99796	
11.6716 1.00549	1.0068	1.00743	1.00478	0.991201	0.99858	
11.6817 1.00215	1.00346	1.00927	1.00662	0.987772	0.995121	
11.6919 1.00226	1.00356	1.00807	1.00543	0.98999	0.997353	
11.702 1.00214	1.00345	1.00992	1.00728	0.994251	1.00165	
11.7122 1.00425	1.00557	1.01034	1.00771	0.985686	0.993011	
11.7224 1.00503	1.00635	1.00869	1.00607	0.991706	0.999076	
11.7325 0.997809	0.999126	1.00915	1.00654	0.990408	0.997766	
11.7427 1.00092	1.00225	1.00865	1.00604	0.991483	0.998847	
11.7529 1.00239	1.00372	1.00769	1.00509	0.98637	0.99369	
11.763 1.00099	1.00232	1.0101	1.00751	0.99337	1.00074	
11.7732 1.00031	1.00164	1.00534	1.00276	0.987041	0.994361	
11.7833 1.00201	1.00334	1.00659	1.00401	0.985999	0.993304	
11.7935 1.00275	1.00409	1.00633	1.00376	0.988112	0.995428	
11.8037 1.00304	1.00438	1.00689	1.00432	0.985378	0.992666	
11.8138 0.99814	0.99948	1.00542	1.00286	0.989635	0.996951	
11.824 1.00417	1.00552	1.00793	1.00537	0.986879	0.994169	
11.8342 1.00327	1.00462	1.00669	1.00413	0.988469	0.995766	
11.8443 1.00328	1.00464	1.00573	1.00318	0.988254	0.995545	
11.8545 1.00004	1.0014	1.00531	1.00276	0.987716	0.994998	
11.8646 1.00578	1.00715	1.00622	1.00368	0.986604	0.993871	
11.8748 1.00148	1.00285	1.00245	0.999909	0.986174	0.99343	
11.885 0.99857	0.999938	1.00675	1.00421	0.987597	0.994858	
11.8951 1.00001	1.00138	1.00544	1.0029	0.990527	0.997808	
11.9053 1.00272	1.0041	1.00433	1.0018	0.984488	0.991715	
11.9155 1.00509	1.00648	1.00548	1.00295	0.988647	0.9959	
11.9256 1.00111	1.0025	1.00361	1.00109	0.98777	0.995012	
11.9358 0.998556	0.99994	1.0045	1.00197	0.987354	0.994587	
11.9459 1.00174	1.00313	1.00626	1.00374	0.990587	0.997841	
11.9561 1.00054	1.00193	1.00388	1.00136	0.984858	0.992061	
11.9663 0.998764	1.00015	1.00406	1.00154	0.988185	0.995407	
11.9764 0.999563	1.00095	1.00757	1.00505	0.9865	0.993703	
11.9866 1.00334	1.00474	1.00806	1.00555	0.982409	0.989571	
11.9968 0.996539	0.997929	1.00748	1.00497	0.985542	0.992718	
12.0069 1.00219	1.0036	1.0041	1.0016	0.987324	0.994508	
12.0171 0.999466	1.00087	1.00473	1.00223	0.986755	0.993928	
12.0272 0.998227	0.999624	1.00613	1.00363	0.989543	0.996733	
12.0374 0.998804	1.0002	1.0044	1.00191	0.9863	0.993459	
12.0476 1.00302	1.00443	1.0058	1.00331	0.988564	0.995735	
12.0577 0.998845	1.00025	1.0058	1.00331	0.988949	0.996118	
12.0679 0.999562	1.00097	1.0052	1.00272	0.989013	0.996177	
12.0781 1.0019	1.00331	1.00572	1.00324	0.987753	0.994902	
12.0882 1.00319	1.00462	1.00523	1.00275	0.985673	0.9928	
12.0984 0.999783	1.0012	1.00715	1.00467	0.987433	0.994566	
12.1085 1.00184	1.00326	1.00345	1.00098	0.991027	0.998184	
12.1187 1.00033	1.00175	1.00482	1.00236	0.985396	0.992503	
12.1289 0.996935	0.998351	1.00306	1.0006	0.984671	0.991764	
12.139 1.00087	1.00229	1.00177	0.999309	0.983912	0.990989	
12.1492 1.00273	1.00416	1.00249	1.00003	0.98452	0.991592	
12.1594 0.998337	0.999762	1.00276	1.00029	0.985478	0.992549	
12.1695 0.99771	0.999134	1.00214	0.999676	0.985493	0.992554	
12.1797 0.999817	1.00124	1.00204	0.999585	0.984759	0.991806	
12.1898 0.998831	1.00026	1.00207	0.999606	0.984427	0.991462	
12.2 1.00119	1.00262	1.00197	0.999514	0.984423	0.991448	
12.2102 0.99839	0.999819	1.00391	1.00145	0.986122	0.99315	
12.2203 0.999695	1.00113	1.00307	1.00061	0.987267	0.994297	
12.2305 1.00202	1.00346	1.00102	0.998558	0.987839	0.994867	
12.2407 0.997859	0.999292	1.00221	0.999744	0.984051	0.991042	
12.2508 0.997996	0.999429	1.00486	1.0024	0.991268	0.998308	
12.261 1.00256	1.00401	1.00291	1.00045	0.986087	0.993082	
12.2711 0.997632	0.999068	1.00189	0.999429	0.982826	0.989786	
12.2813 0.998755	1.00019	1.00277	1.00031	0.985879	0.992852	
12.2915 0.99677	0.998203	1.00143	0.998972	0.986782	0.993754	
12.3016 1.00164	1.00308	1.00121	0.99875	0.984873	0.991821	
12.3118 0.996967	0.998402	1.00178	0.999316	0.98313	0.990054	
12.322 0.999909	1.00135	0.999142	0.996685	0.983947	0.990866	
12.3321 0.999024	1.00046	1.00161	0.999147	0.987741	0.99468	
12.3423 0.999848	1.00129	1.00227	0.999801	0.985263	0.992175	
12.3524 0.999885	1.00133	1.00298	1.00051	0.984041	0.990933	
12.3626 0.999078	1.00052	1.0013	0.998832	0.986655	0.993558	
12.3728 0.997485	0.998925	1.00138	0.998912	0.987293	0.994194	
12.3829 0.998941	1.00038	1.00198	0.999512	0.986919	0.993809	
12.3931 0.999461	1.00091	1.00012	0.997654	0.986281	0.993159	
12.4033 0.998497	0.99994	1.00073	0.998262	0.988975	0.995865	
12.4134 0.994862	0.996296	1.00158	0.999101	0.988734	0.995618	
12.4236 1.00003	1.00147	0.999847	0.997374	0.985965	0.99282	
12.4337 1.00222	1.00367	1.00351	1.00103	0.986374	0.993224	
12.4439 0.99945	1.0009	1.00102	0.998547	0.985045	0.991875	
12.4541 0.996653	0.998095	1.00018	0.9977	0.987205	0.994043	
12.4642 0.998051	0.999493	0.998045	0.995567	0.989253	0.9961	
12.4744 0.997125	0.998564	1.00196	0.999472	0.984423	0.991225	
12.4846 0.9958	0.997234	1.00022	0.997728	0.986921	0.993733	
12.4947 0.999063	1.0005	0.999185	0.996697	0.986997	0.993801	
12.5049 0.997802	0.999238	0.999837	0.997344	0.985332	0.992115	
12.515 0.998495	0.999933	1.00121	0.998713	0.986479	0.993262	
12.5252 0.997221	0.998655	0.998264	0.995767	0.982812	0.989556	
12.5354 0.998039	0.999474	1.00009	0.997589	0.986695	0.993457	
12.5455 0.999731	1.00117	1.00058	0.99807	0.984114	0.990846	
12.5557 1.00086	1.00231	1.00033	0.997823	0.983137	0.989849	
12.5659 0.996307	0.997741	1.00025	0.997742	0.985063	0.991778	
12.576 0.997256	0.998689	1.00003	0.997519	0.987211	0.993933	
12.5862 0.996458	0.997887	1.00236	0.999835	0.986151	0.992856	
12.5963 0.995207	0.99663	0.999892	0.997374	0.984249	0.99093	
12.6065 0.997935	0.999361	1.00073	0.998206	0.981012	0.987654	
12.6167 1.00087	1.00231	1.00057	0.998043	0.984822	0.99148	
12.6268 0.997139	0.998565	1.00288	1.00035	0.988395	0.99507	
12.637 0.996971	0.998394	1.00118	0.998647	0.988453	0.995122	
12.6472 0.997958	0.999382	0.998639	0.996112	0.985459	0.992097	
12.6573 0.996093	0.997511	0.99945	0.996917	0.988743	0.995397	
12.6675 0.997495	0.998914	1.00024	0.9977	0.9893	0.995953	
12.6776 0.994967	0.996377	1.00176	0.999219	0.984431	0.991039	
12.6878 0.995	0.996406	1.00061	0.998062	0.988181	0.994807	
12.698 0.999386	1.0008	1.00069	0.998142	0.9915	0.998146	
12.7081 0.995162	0.996564	1.00025	0.997698	0.987727	0.994339	
12.7183 0.997618	0.999023	0.999974	0.997424	0.987937	0.994543	
12.7285 1.00265	1.00406	1.00107	0.998515	0.985441	0.992021	
12.7386 0.996681	0.998087	0.999195	0.99664	0.988725	0.995319	
12.7488 0.995294	0.996694	0.997883	0.995325	0.986043	0.99261	
12.7589 0.995826	0.997222	1.00275	1.00018	0.987799	0.99437	
12.7691 0.998712	1.00011	0.999905	0.997338	0.987169	0.993727	
12.7793 0.997743	0.999141	1.00233	0.999752	0.985443	0.991979	
12.7894 0.997159	0.998554	1.00224	0.999663	0.990735	0.997301	
12.7996 0.997476	0.99887	1.00173	0.999157	0.984688	0.991202	
12.8098 0.997159	0.998551	1.0005	0.997927	0.986643	0.993161	
12.8199 0.998185	0.999578	1.00209	0.999514	0.986857	0.993367	
